title,description,url,published_date,source,country,language
Keir Starmer removes Labour whip from four persistent rebel MPs,"Rachael Maskell, Neil Duncan-Jordan, Brian Leishman and Chris Hinchliff pushed out and three trade envoys lose rolesKeir Starmer has fired a warning shot to rebellious Labour MPs and moved to reassert his grip on his party by removing the whip from four backbenchers for repeatedly breaching discipline.Labour MPs Rachael Maskell, Neil Duncan-Jordan, Brian Leishman and Chris Hinchliff were told they had lost the party whip on Wednesday afternoon for repeatedly rebelling against the government. Continue reading...",https://www.theguardian.com/politics/2025/jul/16/keir-starmer-to-remove-labour-whip-from-at-least-three-persistent-rebel-mps,2025-07-16T18:17:04,The Guardian,UK,en
"When that data falls into the hands of the Taliban it will lead to my arrest, torture and death","Afghans exposed in 2022 UK data breach fear for their own and their families safety and say it is a betrayal by country they risked their lives forHere are the voices of Afghans whose details were included in a 2022 data leak, which was made public on Tuesday after a superinjunction was lifted. All names have been changed.Azizullah Continue reading...",https://www.theguardian.com/world/2025/jul/16/when-that-data-falls-into-the-hands-of-the-taliban-it-will-lead-to-my-arrest-torture-and-death,2025-07-16T18:27:17,The Guardian,UK,en
Armed police threatened to arrest Kent protester for holding Palestinian flag,"Officers accused Laura Murton who also had a sign saying Free Gaza of supporting a proscribed organisationArmed police threatened a peaceful protester with arrest under the Terrorism Act for holding a Palestinian flag and having signs saying Free Gaza and Israel is committing genocide, accusing her of supporting a proscribed organisation.Officers told Laura Murton, 42, that her demonstration in Canterbury, Kent, on Monday evening expressed views supportive of Palestine Action, which was banned under terrorism legislation earlier this month. Continue reading...",https://www.theguardian.com/world/2025/jul/17/armed-police-threatened-to-arrest-kent-protester-for-holding-palestinian-flag,2025-07-17T06:00:32,The Guardian,UK,en
Rise in UK unemployment and slowing wage growth add new pressure for interest rate cut,"ONS data shows jobless rate climbing to highest rate since June 2021 with growth in average earnings slowing to 5.Business live  updatesUnemployment climbed and wage growth fell in the three months to May, according to official figures that will put pressure on the Bank of England to cut interest rates next moth.Data from the Office for National Statistics, released on Thursday, showed that Britains official unemployment rate rose to 4.7 in the three months to May, up 0.1 from April. Continue reading...",https://www.theguardian.com/business/2025/jul/17/rise-in-uk-unemployment-and-slowing-wage-growth-add-new-pressure-for-interest-rate-cut,2025-07-17T06:32:17,The Guardian,UK,en
UK drivers warned of soaring charges to drop off passengers at airports,"Most airports charge up to 7 for a brief stop and 11 of the 20 biggest have raised their fees, RAC analysis showsCar drivers have been warned of soaring charges at UK airports to drop off passengers this summer, while major European airports continue to allow motorists brief stops without charge.With most UK airports raising charges to up to 7 to briefly park near terminals, the cost of some drop-offs is now more expensive per minute than peak-season holiday flights. Continue reading...",https://www.theguardian.com/money/2025/jul/17/uk-drivers-warned-of-soaring-charges-to-drop-off-passengers-at-airports,2025-07-17T04:00:29,The Guardian,UK,en
Theres a bit of a queue forming how UK firms are enticing buyers for the next generation of fighter jets,"Inside the hangars where robots are poised to keep the UK a top-tier military nation and continue more than a century of building military aircraftIn a factory on the banks of the River Ribble in Lancashire, robot arms stand on a floor striped with glowing lights. They will hold the tail fin for a test model for the UKs next generation fighter jet, which is intended to fly for the first time in 2027. The jet, known as Tempest, will act as a symbol of Britains hopes to remain a top-tier military nation and keep alive more than a century of building military aircraft.Yet things are markedly different in another hangar at the Warton site, run by British arms manufacturer BAE Systems. There, production of the Typhoon jet, a mainstay of the Royal Air Force RAF for two decades, has  for now at least  ground to a halt. Continue reading...",https://www.theguardian.com/uk-news/2025/jul/16/theres-a-bit-of-a-queue-forming-how-uk-firms-are-enticing-buyers-for-the-next-generation-of-fighter-jets,2025-07-16T21:30:20,The Guardian,UK,en
You be the judge should my flatmate start using the spice rack I made?,"Murad doesnt want to sniff-test every unlabelled jar, while Alex is tired of their chaotic shared cupboard. You decide who needs to chilli out Find out how to get a disagreement settled or become a jurorI havent labelled the jars, but you can just sniff each spice and work out which is whichI want ease and functionality. I dont want to try to solve a puzzle every time I make a curry Continue reading...",https://www.theguardian.com/lifeandstyle/2025/jul/17/you-be-the-judge-should-my-flatmate-start-using-the-spice-rack-i-made,2025-07-17T07:00:31,The Guardian,UK,en
Sage iPhone for children review Would it make me want to divorce my parents?,"As a 16-year-old I can tell you that teenagers will feel disconnected using this internet-safe smartphone Internet-safe iPhone for children goes on sale for 99 a monthI was intrigued to find out how this would work but a bit freaked out too. I use my iPhone non-stop four hours each day during school terms eight during holidays. Snapchat matters most, but Im often following friends on TikTok and Instagram.The prospect of not having access to any apps or the internet was just ugh. Part of me wanted to scream at the thought of being cut off by this Sage phone. Would it make me want to divorce my parents? Continue reading...",https://www.theguardian.com/technology/2025/jul/16/sage-iphone-for-children-review-teenagers-internet-safe-smartphone,2025-07-16T18:04:14,The Guardian,UK,en
Amid stifling summers Japan warns of future restrictions on childrens sport,"As soon as 2060, global heating may send temperatures high enough to stop children in most parts of country from taking part in outdoor summer sports, study showsThe tens of thousands of fans filing into Koshien baseball stadium near Osaka are more grateful than usual for the freebies handed out at the entrance floppy sun hats bearing the logo of the Hanshin Tigers, the baseball team they are about to watch play their rivals from Tokyo, the Yomiuri Giants, on a clammy July evening.Spectators in seats in the steeply tiered bleachers waft uchiwa fans to cool their faces while vendors skipping up and down rows of steps do a roaring trade in cold beer and soft drinks. Continue reading...",https://www.theguardian.com/world/2025/jul/17/japan-heat-childrens-summer-sport-restrictions-global-heating,2025-07-17T01:03:27,The Guardian,UK,en
"I cant believe not everyone catastrophises! Liz Stokes of Kiwi band the Beths on anxiety, ambition and being anti-optimisation","The New Zealand indie band have had a charmed rise  but behind the scenes, their frontperson was dealing with Graves disease and depression. Digging deep helped her realise not everything can be fixedIn January 2023, as flash floods hit Auckland, New Zealand, Oakley Creek was destroyed trees upturned, bridges ripped out and dragged downstream, the riverbank collapsed. Like many locals, Liz Stokes, songwriter and guitarist in indie four-piece the Beths, had walked there often during the pandemic. Its jarring to see this place thats never going to be the way it was, the way you remembered it, she says over video in late June.She catches herself. I say the creek was destroyed, but the creek did the destroying also. Its just nature. It was interesting seeing change happen very quickly in real time. Continue reading...",https://www.theguardian.com/music/2025/jul/17/beths-band-liz-stokes-interview-straight-line-was-a-lie,2025-07-17T07:00:31,The Guardian,UK,en
The Sisterhood of Ravensbrück by Lynne Olson review  surviving an all-female concentration camp,"The extraordinary story of the women who fought to bring their Nazi persecutors to justiceShortly after her release from Ravensbrück in 1945, Comtesse Germaine de Renty attended a dinner party in Paris with old friends. One guest complimented her on how well she was looking, concluding that life in Ravensbrück was not nearly as terrible as weve been told. De Renty stared at the woman for a moment, before explaining icily that a typical day in the camp began by stepping over the corpses of friends who had died in the night. They would probably have no eyes, she added, since the rats had already eaten them. And with that, the comtesse stood up and swept out.Ravensbrück always had a credibility issue, explains Lynne Olson in this consistently thoughtful book. The camp, although only 50 miles north of Berlin, had been liberated late, which gave the SS plenty of time to burn incriminating records. There was limited visual evidence, too, since no cameramen accompanied the Soviet army when it knocked down the gates on 30 April 1945. While images from Auschwitz and Dachau of starving prisoners and rotting corpses were flashed before a horrified world, Ravensbrück left little trace in the moral imagination. Continue reading...",https://www.theguardian.com/books/2025/jul/17/the-sisterhood-of-ravensbruck-by-lynne-olson-review,2025-07-17T06:00:30,The Guardian,UK,en
Why has it taken a decade to exhume the bodies of the 800 dead babies of Tuam?  Caelainn Hogan,"The mass exhumation in Ireland is vindication for campaigners  but their battle for justice is far from overA young girl played on a swing near a mass grave as the names of hundreds of children who died in a mother-and-baby institution in Ireland were read out during a memorial service late last year. The bright day turned to dark in the time it took.Now, the playground near the site in Tuam has been dismantled and the long-awaited exhumation has begun. But why has it taken more than a decade since it emerged that those dead children were likely buried in sewage chambers on the grounds of a publicly funded institution run by nuns and the local council? Continue reading...",https://www.theguardian.com/commentisfree/2025/jul/17/exhume-800-dead-babies-tuam-ireland-justice,2025-07-17T04:00:30,The Guardian,UK,en
Commons at pompous worst as Afghan data breach proves too much bother for Badenoch  John Crace,"No one had anything to say about a cover-up kept secret from parliament, the public and the people whose data was leakedFor a moment it felt as if the dam might be about to burst. To let the anger in. On Tuesday, the Commons had been at its most pompous, most clubbable worst. Drowning in self-righteousness as the defence secretary, John Healey, gave a statement on the leaked Afghan email, the superinjunction and the 850m bill to the taxpayer. It was deeply regrettable, MPs on all sides agreed, but in the end probably just one of those things. Best to move on and not rock the boat. Parliament at its best and all that.On Wednesday, we got to hear Keir Starmers view on the scandal in his opening remarks at prime ministers questions. He seemed to have moved on from Healeys acquiescent cover-up. Yes, Labour in opposition had shared the previous governments commitment to protecting Afghans who had worked for the UK army, but he had consistently warned of the Tories handling of the crisis. The failings were manifold and former ministers had a great deal to answer for. The gloves were off. This was a party political issue. Continue reading...",https://www.theguardian.com/politics/2025/jul/16/commons-at-pompous-worst-as-afghan-data-breach-proves-too-much-bother-for-badenoch,2025-07-16T15:54:31,The Guardian,UK,en
Will Nigel Farages attempt to copy and paste Trumps policies work in the UK?  Samuel Earle,"The Reform leader is trying to import Doges cuts to spending and DEI. Its clear what he gets out of it  not so much the British voterA popular maxim on the American right is that politics is downstream from culture. In the UK, it increasingly feels like politics is simply downstream from the US. With Reform UK ascendant in the polls, Nigel Farage  officially MP for Clacton, unofficially Donald Trumps emissary to the UK  is setting the terms of the national conversation, and he is importing them directly from across the pond.Over the past few months, Reform has sought to launch Doge initiatives referencing Elon Musks department of government efficiency, waged war on DEI diversity, equity and inclusion employment schemes, and called for the UK government to embrace crypto and create a bitcoin digital reserve at the Bank of England, following Trumps lead. It seems the Brexiteers were right Britain doesnt make anything any more  not even its own bogeymen.Samuel Earle is the author of Tory Nation How One Party Took Over Continue reading...",https://www.theguardian.com/commentisfree/2025/jul/16/nigel-farage-copy-paste-trump-policies-reform-uk,2025-07-16T15:22:17,The Guardian,UK,en
Rachel Reeves is hoping deregulation will save the economy. We know how that ends  Larry Elliott,"The chancellors emollient speech to City bosses this week was alarming. There are better ways to revive Britains fortunesRachel Reeves was in full Iron Lady mode when she delivered her Mansion House speech to the Citys finest this week. Regulation was acting like a boot on the neck of business, choking off enterprise and innovation. Cutting red tape would have a ripple effect on the whole economy. Regulators should not give way to the temptation of excessive caution but instead boldly regulate for growth. It could have been any Tory chancellor since Nigel Lawson speaking.If Reeves seriously believes this stuff she is heading for a rude awakening. Chancellors dont need a crystal ball to tell them where financial deregulation leads they can read the many books detailing what happened last time this was tried. The global financial crisis of 2008 came about because policymakers bowed to the pressure from big finance to sweep away burdensome regulations, pledging that more funds could be channelled into productive investment as a consequence.Larry Elliott is a Guardian columnist Continue reading...",https://www.theguardian.com/commentisfree/2025/jul/16/rachel-reeves-economy-deregulation-chancellor-city-bosses-britain,2025-07-16T14:42:25,The Guardian,UK,en
Debra Crew couldnt shift Diageos post-Covid hangover,"The firm still has the potential to be great again, but her long-term vision felt too blurryDiageo CEO steps down after drink firms lacklustre performanceTwo years is no time at all to be the boss of a large FTSE 100 company, but the departure of Debra Crew from Diageo, the Guinness and Johnnie Walker group, has felt possible for at least half that period. Now she has gone by mutual agreement.Crews first problem was that she followed a genuine corporate superstar in the form of the late Sir Ivan Menezes, whose strategy of premiumisation  encouraging punters to drink more expensive stuff  did wonders for profit margins year after year. Any successor would have found it hard to match his record. Continue reading...",https://www.theguardian.com/business/nils-pratley-on-finance/2025/jul/16/debra-crew-couldnt-shift-diageos-post-covid-hangover,2025-07-16T17:07:42,The Guardian,UK,en
"Kids, dont look to me for career inspiration. Look to your electrician instead  Adrian Chiles","People often assume my job skills are impressive, while their own arent worth a mention. What they dont realise is that Id swap with them in an instantLife. Work out what you want to do with it, what kind of job you want. And then find that job. Hopefully, it wont be something that its thought AI will do better. And, hopefully, its a job with meaning, with a point to it.It must be great to be a doctor. What do you do? Oh, Im a doctor. And whats the point of that? Well, I try to keep people alive. And with that the question of the point of your life is answered. Nobody, I suggest, ever expresses doubt about the purpose of doctoring. Just like nobody asks a broadcaster and writer what the point of their work is. They should. We get too much credit for what we do. Continue reading...",https://www.theguardian.com/commentisfree/2025/jul/16/kids-dont-look-to-me-for-career-inspiration-look-to-your-electrician-instead,2025-07-16T15:57:53,The Guardian,UK,en
All aboard the Nike Northern line? Why corporate takeovers of Londons tube are a terrible idea  Oliver Wainwright,Transport for Londons call for sponsorship of the Waterloo  City line throws out the networks founding principles of public service and good design Continue reading...,https://www.theguardian.com/commentisfree/2025/jul/16/london-underground-tube-line-corporate-transport-for-london,2025-07-16T11:00:01,The Guardian,UK,en
Ella Baron on the UKs Afghan data leak  cartoon,Continue reading...,https://www.theguardian.com/commentisfree/picture/2025/jul/16/ella-baron-uk-afghan-data-leak-cartoon,2025-07-16T17:57:41,The Guardian,UK,en
The Guardian view on Reevess trickle-down economics deregulation dressed as economic renewal  Editorial,"The Leeds reforms revive a finance-first growth model  repackaging a failed economics as strategy, while sidelining real investment and wagesRachel Reevess Mansion House speech mattered less for what it changed than what it confirmed shes staying  and backing the City. After spooking markets with tears in the Commons, appearing with the Bank of England governor was damage control. The Leeds reforms were billed as bold, but the real message was a return to business as usual.Delivered to a City audience, the speech confirmed a deregulatory tilt that is striking not for its boldness but for its familiarity. Her reform of the ringfencing regime for banks is code for loosening constraints under pressure from the finance lobby. Streamlining the regime brought in after the 2008 crash to hold bank leaders personally responsible for regulatory breaches will weaken postcrisis accountability standards.Do you have an opinion on the issues raised in this article? If you would like to submit a response of up to 300 words by email to be considered for publication in our letters section, please click here. Continue reading...",https://www.theguardian.com/commentisfree/2025/jul/16/the-guardian-view-on-reevess-trickle-down-economics-deregulation-dressed-as-economic-renewal,2025-07-16T17:41:28,The Guardian,UK,en
The Guardian view on the Afghan leak superinjunction a dangerous precedent is set  Editorial,"In an era of mistrust in politics, the government now has a duty to bring maximum transparency to a very opaque scandalOne of many extraordinary features of the data breach that put tens of thousands of Afghan lives in jeopardy is the length of time between the original leak and the government taking action. The email containing a highly sensitive dataset was sent from a Ministry of Defence computer in February 2022. Ministers were not aware of the problem until August 2023.The fact that the MoDs systems were lax enough for the error to have been made is worrying enough. The delayed response is more alarming still. And then there is the disturbing mechanism by which the whole scandal was kept from the public eye.Do you have an opinion on the issues raised in this article? If you would like to submit a response of up to 300 words by email to be considered for publication in our letters section, please click here. Continue reading...",https://www.theguardian.com/commentisfree/2025/jul/16/the-guardian-view-on-the-afghan-leak-superinjunction-a-dangerous-precedent-is-set,2025-07-16T17:42:13,The Guardian,UK,en
The Open 2025 first round updates from Royal Portrush  live,"Latest updates from the opening day of the 153rd OpenLive official leaderboard  And you can drop Scott a mailPadraig Harrington bogeys the par-three 3rd as well. Two putts from 42 feet far from a gimme  and he doesnt make them. His place at the top is taken by Jacob Skov Olesen the 26-year-old Dane, making his professional debut at the Open  he finished in a tie for 60th at Troon as an amateur  tramlines a 40-foot putt on 1. Had that not hit the cup, it was halfway to Giants Causeway. A sizzling Danish start to the Open.-1 Højgaard 3, Olesen 1 E Harrington 3, Migliozzi 2 Continue reading...",https://www.theguardian.com/sport/live/2025/jul/17/the-open-2025-first-round-updates-from-royal-portrush-live-golf-scores,2025-07-17T07:48:27,The Guardian,UK,en
Reliable Sweden meet unpredictable England in a contest of razor-thin margins  Jonathan Liew,"Sarina Wiegmans side must respect opponents who smashed Germany and are a model of tournament consistencyThe homeless man lies in the doorway of Englands team hotel every morning and every night. The players pass him as they go to training and pass him again as they come back at the end of the day. His shirt is unbuttoned as he sleeps, dirt-smeared bags perched under his resting arm. The hotel staff barely even notice him any more. Security do not move him on. After all, hes supposed to be there.And unless you decided to peer particularly closely, you might not even notice that the homeless man in the doorway of the Dolder Grand hotel in Zurich is not a human being at all but a hyper-realistic sculpture called The Traveler, created by an American artist called Duane Hanson in the 1980s and bought by the Dolder Grand hotel in Zurich in the late 2000s as a symbol of  well, what exactly? Continue reading...",https://www.theguardian.com/football/2025/jul/17/reliable-sweden-meet-unpredictable-england-in-a-contest-of-razor-thin-margins,2025-07-17T07:00:33,The Guardian,UK,en
Marcus Smith defies odds to claim Lions spot for first Wallabies Test,"Andy Farrell opts for Smiths versatility over son OwenTom Curry to start in back row with Beirne and ConanMarcus Smith has been named on the bench for the British  Irish Lions first Test against Australia with Tom Curry and Sione Tuipulotu selected to start in Brisbane on Saturday.Smith has defied the odds to claim a place in the matchday 23, benefiting from injuries to Blair Kinghorn and Mack Hansen and preferred to Owen Farrell among the replacements. Continue reading...",https://www.theguardian.com/sport/2025/jul/17/marcus-smith-defies-odds-to-claim-lions-spot-for-first-wallabies-test,2025-07-17T06:00:32,The Guardian,UK,en
Problems piling up for Ruben Amorim as Manchester United struggle to rebuild  Jamie Jackson,"The infamous five told to train separately, lack of new signings and a restricted budget  Uniteds manager is stuck in summer of discontentThe on-off Bryan Mbeumo saga and Liam Delap choosing Chelsea are troubling bellwethers of Manchester Uniteds predicament a month from the start of the season. So, too, is having half an outfield first team in a bomb squad that skulks in for training in the late afternoon when those not in the same club-decreed quasi-shame have left for the day.As time ticks towards Arsenals opening Premier League Sunday visit and, beyond, to the windows close on 1 September, Ruben Amorim can hardly be ecstatic at how the summer is progressing. The head coach has added only Matheus Cunha from Wolves, for the forwards 62.5m release clause, a sizeable chunk of a transfer budget constricted by a looming debt mountain and the need to sell to buy a No 9 and, possibly, finally prise Mbeumo from Brentford. Continue reading...",https://www.theguardian.com/football/2025/jul/17/problems-piling-up-for-ruben-amorim-as-manchester-united-struggle-to-rebuild,2025-07-17T07:00:32,The Guardian,UK,en
Howes dilemma as Newcastles Saudi owners cant ignore case to sell Isak,"Liverpools record bid for striker and offer for Howe target Ekitike cast cloud over managers plans for new seasonAmid the jungle of super-skyscrapers dominating Riyadhs financial district, one building soars above the rest. From the higher floors of the 385-metre PIF Tower, employees can plot their next deal while gazing down on a glass-curtained canopy of concrete, steel and polished marble.For Yasir al-Rumayyan, the governor of Saudi Arabias Public Investment Fund PIF and the chair of Newcastle United, the top of this striking, 80-storey crystalline structure is a place where metaphorical blue-sky thinking meets reality. Continue reading...",https://www.theguardian.com/football/2025/jul/16/newcastle-eddie-howe-alexander-isak-hugo-ekitike-liverpool,2025-07-16T18:06:26,The Guardian,UK,en
England must beware surging Sweden this will not be an easy quarter-final  Emma Hayes,"The Lionesses cant think Good, weve avoided Germany  nobody should take Sweden lightly, theyre a big threatEnglands 4-0 win against Sweden in their Euro 2022 semi-final, with that iconic Alessia Russo backheel and the sound of Sweet Caroline ringing around Bramall Lane, will be etched into many Swedish heads when the two teams meet on Thursday. And England must not underestimate that feeling for the Swedes.It was a humiliating defeat for Peter Gerhardssons team but they are in a much better place now than three years ago. They have really impressed in this competition so far and they are on a 15-game unbeaten run that has lasted just over a year. Continue reading...",https://www.theguardian.com/football/2025/jul/16/england-must-beware-surging-sweden-this-will-not-be-an-easy-quarter-final-euro-2025-emma-hayes,2025-07-16T18:00:15,The Guardian,UK,en
"All Euro 2025 players under pressure to explode womens game, insists Bronze","Defender says players feel duty to boost womens footballKosovare Asllani looking forward to fun England clashLucy Bronze believes every player at the European Championship feels a greater pressure to perform because of the boost womens football receives as a result of success.Every single player that puts on a shirt in this tournament probably feels that, the defender said, as England prepare to play Sweden in their quarter-final on Thursday night. I can imagine the Swiss team feel that because theyre the home nation. Every other team wants to replicate what England did in 2022, what the Netherlands did before us, and really boost womens football and we know that success comes from that. Continue reading...",https://www.theguardian.com/football/2025/jul/16/lucy-bronze-england-women-sweden-euro-2025-quarter-final,2025-07-16T17:27:43,The Guardian,UK,en
How Sweden became a progressive powerhouse of womens football,"The country has a long history of championing the womens game, pioneering coaching and iconic playersFor a nation with a population of 10 million, with a mens national side that failed to quality for three of the past four World Cups, Sweden have a track record in womens football that belongs to a sporting superpower.Sweden finished third at three of the past four Womens World Cups and are five-time World Cup semi-finalists. They also claimed the silver medal at the Rio de Janeiro and Tokyo Olympics. In Europe, their success is even more consistent and they stand one win from a 10th European semi-final when they meet England in Zurich on Thursday. Their mens national side has not reached a world or European semi-final for more than 30 years. Continue reading...",https://www.theguardian.com/football/2025/jul/16/sweden-euro-2025-quarter-finals-england-preview-history-damallsvenskan,2025-07-16T18:14:02,The Guardian,UK,en
