title,description,url,published_date,source,country,language
Ukraine war briefing Anti-corruption agencies endorse bill restoring their independence,"EU welcomes reversal as essential to European support for Ukraine US announces US330m in further military sales. What we know on day 1,248The Ukrainian anti-corruption body, Nabu, said a new bill submitted to parliament on Thursday restores all procedural powers and guarantees of independence of the Nabu and Sapo. Nabu investigates corruption cases and Sapo prosecutes them. A Nabu statement said both agencies took part in the preparation of the new law and they urged the parliament to adopt the presidents initiative  in its entirety as soon as possible. This will prevent threats to criminal proceedings brought by the Nabu and the Sapo.The EU welcomed Volodymyr Zelenskyys move to reinstate the independence of the anti-corruption agencies after the shock adoption this week of a bill that stripped their autonomy. After protests on the streets and from international allies of Ukraine, the Ukrainian president said the further bill would ensure the rule of law and the independence of the anti-corruption agencies. An EU spokesperson said We provide significant financial support to Ukraine and this is conditional to progress and transparency, judicial reform and democratic governance. Those points were reinforced by European leaders with whom Zelenskyy consulted over the crisis, including Ursula von der Leyen, Friedrich Merz of Germany and the UK prime minister, Keir Starmer.There were tensions over the Ukraine war as EU officials met the Chinese president, Xi Jinping, in Beijing on Thursday. Antonio Costa, the European Council president, said the EU officials discussed at length their expectations for China to discourage Russia in its war against Ukraine. The European Commission president, Ursula von der Leyen, prior to the meeting said China was enabling Russias war economy. Xi told EU to properly handle differences and frictions  The current challenges facing Europe do not come from China.A Russian attack killed three family members already displaced by the war, authorities announced on Thursday. The father, mother and son had fled to the village of Pidlyman in the Kharkiv region of Ukraine after Russian forces invaded their home town. A strike later on Kharkiv city wounded 33 people, including a 10-year-old girl, a 17-year-old boy and girl, the governor said. A separate Russian drone and missile barrage wounded seven people including a child in the central Ukrainian region of Cherkasy, emergency services said.The US state department on Thursday said it had approved military sales worth US330m to Ukraine comprising 150m worth of maintenance, repair and overhaul capability for M109 self-propelled howitzers, and 180m to sustain air defences. The Pentagon said contractors involved would include BAE Systems, Allison Transmission, Daimler Truck North America, Sierra Nevada Corporation, Radionix and Systems Electronic Export. The US on Wednesday announced sales of 322m related to Hawk surface-to-air missiles and Bradley infantry fighting vehicles.Reuters are reporting that an Indian company shipped 1.4m worth of an explosive used in missile warheads, rocket motors and bombs to Russia in December 2024 despite the threat of US sanctions, according to Indian customs data seen by the news agency. One Russian company listed as receiving the compound, known as HMX or octogen, was an explosives manufacturer, which Ukraines SBU security service has linked to Moscows military. An SBU official said Ukraine launched a drone attack in April against one of the companys factories.The US government has identified HMXoctogen as critical for Russias war effort. The US state department did not comment to Reuters on the specific shipments but said it had repeatedly communicated to India that companies doing military-related business with Russia were at risk of sanctions. However, under Donald Trump, Russia-related sanctions work has slowed to a trickle. Indias foreign ministry said in a statement India has been carrying out exports of dual-use items taking into account its international obligations on non-proliferation, adding that such exports were subject to holistic assessment. Continue reading...",https://www.theguardian.com/world/2025/jul/25/ukraine-war-briefing-anti-corruption-agencies-endorse-bill-restoring-their-independence,2025-07-25T01:19:00,The Guardian,UK,en
Minister apologises to generation of UK children exposed to toxic online content,"As new measures to protect young people online come into force, Peter Kyle says politicians were too slow to actThe technology secretary has apologised to a generation of children who have been let down by governments failing to keep them safe from toxic online content.Peter Kyle said the length of time it had taken to bring in laws to keep children safe online had sold a whole generation of children downstream and that politicians must find a way to act more swiftly in the face of rapid technological changes. Continue reading...",https://www.theguardian.com/technology/2025/jul/24/minister-apologises-to-generation-of-uk-children-exposed-to-toxic-online-content,2025-07-24T21:30:40,The Guardian,UK,en
Were terribly sorry South Park creators respond with humour to White House anger over naked Donald Trump,"Speaking at Comic-Con on Thursday, Trey Parker and Matt Stone revealed they spent days negotiating with producers to show the US presidents genitalsSouth Park co-creator Trey Parker had the briefest of responses on Thursday to anger from the White House over the latest season premiere, which showed a naked Donald Trump in bed with Satan.Were terribly sorry, Parker said, followed by a long, deadpan-comic stare. Continue reading...",https://www.theguardian.com/tv-and-radio/2025/jul/25/were-terribly-sorry-south-park-creators-respond-with-humour-to-white-house-anger-over-naked-donald-trump,2025-07-25T06:41:48,The Guardian,UK,en
Japanese First breakthrough by rightwing populists sparks fears of anti-foreigner backlash in Japan,"Analysts say the Japanese are suffering a crisis of confidence that is feeding xenophobia amid economic insecurity and a record number of foreign residents The emergence of a rightwing populist party in Japans upper house election on Sunday running on a Trump-style Japanese First slogan has raised concerns of a backlash against the growing foreign presence in the country.The party, Sanseito, has successfully tapped into unease around an expanding immigrant population and a huge influx of tourists after the pandemic. But many see the underlying cause as economic insecurity among a population that both understands the need for overseas labour and visitors, and feels anxiety at the changes they bring and symbolise. Continue reading...",https://www.theguardian.com/world/2025/jul/25/japan-upper-house-election-sanseito-japanese-first,2025-07-25T01:36:59,The Guardian,UK,en
Murdoch v Trump will the media tycoon be the presidents downfall?  podcast,"Donald Trump has filed another lawsuit against a media company. This time though, hes up against the billionaire media tycoon Rupert Murdoch. Jonathan Freedland speaks to the author of Murdochs World The Last of the Old Media Empires, David Folkenflik, about the potential fallout for the presidentArchive ABC News, CBS News, CBS Chicago, CBS Miami, CNN, Fox News, WKYC Channel 3 Continue reading...",https://www.theguardian.com/politics/audio/2025/jul/25/murdoch-v-trump-will-the-media-tycoon-be-the-presidents-downfall-podcast,2025-07-25T04:00:49,The Guardian,UK,en
It was a buddy movie  and then they kissed Stephen Frears and Hanif Kureishi on My Beautiful Laundrette at 40,"We meet the director and writer of the classic gay romance for tea, cake and bubbles to talk about the movie that changed cinema  and the lives of everyone involvedIt is a sweltering summer afternoon and Im blowing bubbles over the heads of Stephen Frears and Hanif Kureishi while they have their pictures taken in a sun-dappled corner of the latters garden. Perched in front of them as they sit side by side  Kureishi, who has been tetraplegic since breaking his neck in a fall in 2022, is in a wheelchair  is a silver cake made to look like a washing machine, commissioned to mark the 40th anniversary of their witty, raunchy comedy-drama My Beautiful Laundrette.Some of the bubbles land on the cakes surface, causing everyone present to make a mental note to skip the icing, while others burst on the brim of Frearss hat or drift into Kureishis eyes. It is not perhaps the most dignified look for an esteemed duo celebrating an enduring Oscar-nominated gem. Dont think they havent noticed, either. As the bubbles pop around them, Kureishi upbraids the photographer for trampling on his garden  Mind my flowers!  while Frears grumbles I could be watching the cricket. Continue reading...",https://www.theguardian.com/film/2025/jul/25/stephen-frears-and-hanif-kureishi-on-my-beautiful-laundrette-at-40,2025-07-25T07:00:51,The Guardian,UK,en
A delightful slice of unhurried life readers favourite European islands,"Lesser-known isles, from a quieter alternative to Capri, to a gem in the heart of Helsinki and the smallest of Irelands Aran Islands Tell us about your favourite coastal break in northern Europe  the best tip wins a 200 holiday voucherProcida, in the Bay of Naples, is not as famous as nearby Capri and Ischia, but is all the more appealing for it. Not a tourist trap but an island where people actually live, its a delightful slice of unhurried Italian life. The island is small enough to be explored on foot or by bicycle, though there is a bus service too. There are many pretty little beaches for swimming, sunbathing and picnicking  our favourite was Il Postino, where scenes from the movie of the same name were filmed. As people still fish for a living, theres no shortage of wonderfully fresh seafood in the restaurants. A local delicacy is lemon salad, made from the enormous, thick-skinned lemons unique to Procida. Villa Caterina BBs orchard of lemon and orange trees provides fresh juice and marmalade for breakfast, and the rooms have wonderful views of the island and the bay, with Vesuvius looming in the distance and Naples only 45 minutes away by ferry. Bernie G Continue reading...",https://www.theguardian.com/travel/2025/jul/25/a-delightful-slice-of-unhurried-life-readers-favourite-european-islands,2025-07-25T06:00:51,The Guardian,UK,en
Homes for sale with wild gardens in England and Wales  in pictures,From mature woodlands to wetlands and wildlife ponds to snowdrop and daffodil dells Continue reading...,https://www.theguardian.com/money/gallery/2025/jul/25/homes-for-sale-with-wild-gardens-in-england-and-wales-in-pictures,2025-07-25T06:00:50,The Guardian,UK,en
Style goals what to wear to watch the womens Euro 2025 final,"Will you be roaring for Englands Lionesses or Spains La Roja? Whatever side youre on, make sure you choose a winning look Continue reading...",https://www.theguardian.com/fashion/gallery/2025/jul/25/what-wear-watch-womens-euro-2025-final,2025-07-25T05:00:49,The Guardian,UK,en
Unforgivable review  Jimmy McGoverns mesmeric new drama is even better than Adolescence,"This rich, subtle and sophisticated look at child sexual abuse features a stellar cast putting in faultless performances. Its lack of easy answers feels exactly rightWe pray for it every day, but its mans will that gets done, not Gods. Thus speaks a former nun, pretty much an emblematic character of a Jimmy McGovern drama, delivering an emblematic line. McGovern has always been a chronicler of pressing social issues, from police incompetence and corruption Hillsborough to government failures and cover-ups Sunday, Reg, class struggle Dockers, disability Go Now, religious hypocrisy Priest, Broken, violence Anthony, Time and the brokenness of systems supposedly set up to help our most vulnerable Care.But whatever the issue under examination and  usually  excoriation, there is the profounder concern of how far from grace we have fallen. From there, McGovern asks what would it take for us to rise again? Continue reading...",https://www.theguardian.com/tv-and-radio/2025/jul/24/unforgivable-review-jimmy-mcgoverns-mesmeric-new-drama-is-even-better-than-adolescence,2025-07-24T21:45:40,The Guardian,UK,en
Trump is fighting to kill off DEI  and the corporate cowardice over Gaza shows hes winning  Jinan Younis,"By silencing staff who condemn Israels actions while promoting themselves as champions of dignity and respect, businesses are failingI have been working in diversity, equity and inclusion DEI for more than six years. This year, more than ever, I have started to question what the purpose of it really is. Though Ive been celebrating companies that took a stand against Donald Trumps anti-DEI executive orders, under the radar I have noticed an insidious censorship rearing its head.Since 2023 we have been witness to one of the worst atrocities of our lifetimes. Livestreamed to our phones, we have seen the slaughter of at least 58,000 Palestinians, more than 17,000 of them children, and many of them in hospitals, schools, refugee camps and food queues. We have seen the denial of water, electricity and medical supplies, the obliteration of communities, mass manmade starvation, and continued calls by Israeli ministers for the permanent expulsion or eradication of Palestinians in Gaza. Israels plans for a so-called humanitarian city to be built on the ruins of Rafah has been described by the former Israeli prime minister Ehud Olmert as a concentration camp.Jinan Younis is the founder of diversity, equity and inclusion agency WeCalibrate and former assistant politics editor at gal-dem magazine Continue reading...",https://www.theguardian.com/commentisfree/2025/jul/25/donald-trump-dei-corporate-cowardice-gaza-israel,2025-07-25T05:00:50,The Guardian,UK,en
"My life has been hell since mafia bosses blamed me for their downfall. Finally, justice has been done  Roberto Saviano","Threats were made to stop me and other journalists reporting on their crimes. Now I hope to reclaim my freedomWhat criminal organisations fear most is the written word. That is what a court in Italy has established for the first time. It has taken 17 years for me to see justice done, but it finally came on 14 July. The court of appeals in Rome upheld a 2021 verdict in which the mafia boss Francesco Bidognetti and his former lawyer were found guilty of mafia-related threats against me.Bidognetti is the head of one of the most powerful and violent Camorra clans the Casalesi. He is already in jail, serving a life sentence. Yet far from being merely symbolic, the new sentences Bidognetti got a year and a half, his lawyer Michele Santonastaso a year and two months are momentous.Roberto Saviano is a writer and journalist Continue reading...",https://www.theguardian.com/commentisfree/2025/jul/25/mafia-bosses-italy-justice-court-protection,2025-07-25T04:00:48,The Guardian,UK,en
The BMA is selling a fantasy. Strikes will harm patients and erode trust  The secret consultant,"Consultants were supportive of previous strikes, but these feel futile. The goodwill has gone and we fear for patient safetyIt is hard to believe that, yet again, we are going into industrial action by our resident formerly junior doctors. It has only been a year since the last round of strikes and the length of this one  five days at two weeks notice over the summer when people are away  is designed to send a message.Consultants were, by and large, supportive of the previous rounds of strikes. There is a recognition our residents have it harder than we did. There is more financial hardship than there used to be, their salaries dont go as far as ours did when we were training, and they have amassed more student debt. In addition, they have to pay many thousands of pounds in General Medical Council registration and compulsory conference and examination fees that are nowhere near covered by their shrinking study budgets  this always seemed outrageous while I was training too. Consequently, most consultants were pleased when residents received their 22 pay award last year. It felt like a step in the right direction. Continue reading...",https://www.theguardian.com/society/2025/jul/25/secret-consultant-the-bma-is-selling-a-fantasy-strikes-will-harm-patients-and-erode-trust,2025-07-25T05:00:51,The Guardian,UK,en
"This unnecessary doctors strike will hurt patients, the NHS and doctors themselves. Pull back dont do it  Wes Streeting","The BMA is refusing to engage with the government. It is rushing into industrial action that will undermine the entire trade union movementWes Streeting is secretary of state for health and social careOver the past 15 years, NHS staff have had a torrid time they have been overstretched, buffeted by constant chaos and a chronic lack of investment. This government inherited a situation in which too many staff were burnt out, demoralised and simply done in.Its why one of my first acts as health and social care secretary was to get round the table, end the last resident doctor strikes and provide above inflation pay rises for all NHS staff, including a 22.3 rise for resident doctors plus another 5.4 this year  the biggest pay hike across the whole public sector.Wes Streeting is secretary of state for health and social careDo you have an opinion on the issues raised in this article? If you would like to submit a response of up to 300 words by email to be considered for publication in our letters section, please click here. Continue reading...",https://www.theguardian.com/commentisfree/2025/jul/24/resident-doctors-bma-strike-nhs-wes-streeting,2025-07-24T17:00:34,The Guardian,UK,en
Wise is bundling co-founders enhanced voting rights into ballot on US listing. It deserves to lose  Nils Pratley,"Claims the two issues are inextricably entwined reads as self-interested waffleIf Wise, the money transfer company whose 10bn valuation makes it a big fish in Londons small pool of quoted financial technology companies, was only proposing to switch its primary listing to New York, its plan would probably sail through.A few UK shareholders may regret the loss to the London stock market of a success story out of Shoreditch. But they usually vote in favour when management  in this case, the Wise co-founder Kristo Käärmann  says major US growth opportunities would be best pursued with a US listing. Continue reading...",https://www.theguardian.com/business/2025/jul/24/wise-founders-enhanced-voting-rights-us-listing-deserves-to-lose-kristo-kaarmann,2025-07-24T13:54:21,The Guardian,UK,en
"As Gaza starves, Netanyahu jokes about McDonalds with manosphere podcasters Nelk Boys  Arwa Mahdawi","The Israeli PM went on Full Send Podcast to reach young people. After his appearance, its YouTube channel lost more than 10,000 subscribers in less than a dayGaza is starving. Nearly 100,000 women and children are suffering from severe acute malnutrition, and a third of Gazas population is going days without eating, according to an expert from the UN World Food Programme. Tons of food sits rotting in warehouses just outside Gaza but the government of Israel will not allow it to be freely delivered. Instead, starving Palestinians must contend with a real-life version of The Hunger Games to try to eat. More than 1,000 desperate Palestinians have been shot dead by Israeli forces since the end of May trying to reach food distribution points run by the US  and the Israel-backed Gaza Humanitarian Foundation.But enough about that, eh! Who wants to hear about starving babies who will either die painful deaths or never fully recover from the long-term consequences of malnutrition in early childhood? Im sure what you really want to know is what Benjamin Netanyahus favourite fast-food order is. And, luckily, Ive got some answers for you. Continue reading...",https://www.theguardian.com/commentisfree/2025/jul/24/netanyahu-nelk-boys-podcast,2025-07-24T13:00:17,The Guardian,UK,en
"Hulk Hogan was an era-defining American brand big, brash and bizarre  Jesse Hassenger","The late wrestling star found various kinds of fame outside of the ring but the more we knew about him, the more we often wish we didntHulk Hogan, wrestling star and actor, dies aged 71Hulk Hogan  a life in pictures from wrestling fame to Trump ralliesHulk Hogan broke containment. As popular as professional wrestling became during the 1980s, its ins and outs were not as well-publicized as the highlights of more superficially respectable sports such as football, baseball and basketball. Even non-sporty 80s kids could probably name a bunch of teams and a few ultra-famous players such as Michael Jordan, Joe Montana or Darryl Strawberry. Wrestlers, meanwhile, were essentially both the players and the teams, which should have made them easier to differentiate  but, in reality, made the whole thing seem like a TV show that you either watched, or you didnt. Hulk Hogan, who died this week just shy of 72, was different. For better or worse.Hogan, born Terry Bollea, had a wrestling career that synced near-perfectly with wrestlings growing 1980s-era popularity. After bouncing between the World Wrestling Federation the Vince McMahon-run organization now known as WWE and the American Wrestling Association in the early 80s, Hogan returned to the WWF in 1983 and presided over an outbreak of what was diagnosed as Hulkamania. Even those who received the proper vaccinations against Hulkamania  namely, not paying attention to wrestling  could see the symptoms manifesting in others, and especially in the Hulkster himself. The red-and-yellow shirt he would tear off, the biker stache, the bandanna atop his thinning blond mane became instantly recognizable trademarks even for non-fans. Continue reading...",https://www.theguardian.com/commentisfree/2025/jul/24/hulk-hogan-wrestler-american-brand,2025-07-24T21:02:55,The Guardian,UK,en
The Guardian view on Ukraines protests Zelenskyy must heed critics at home and abroad  Editorial,"Stripping anti-corruption agencies of their independence was a terrible  and unpopular  move. There are broader lessons for the president in this crisisWhen Russian troops rolled across the border in 2022, it established a new contract between Ukrainians and their president. The existential need for unity was cemented by admiration for Volodymyr Zelenskyys courage, and recognition of his ability to articulate the national mood and rally international support.Ordinary politics were suspended. Critics who were already suspicious of his populist instincts and centralising tendencies did not want to aid Russias cause. They understood that wartime could require a different mode of leadership. This informal contract essentially held despite growing concerns about the concentration of power, the role of Mr Zelenskyys right-hand man, Andriy Yermak, and the departure of popular figures seen as potential rivals  notably the military chief Valerii Zaluzhnyi, now ambassador to London, and the foreign minister Dmytro Kuleba.Do you have an opinion on the issues raised in this article? If you would like to submit a response of up to 300 words by email to be considered for publication in our letters section, please click here. Continue reading...",https://www.theguardian.com/commentisfree/2025/jul/24/the-guardian-view-on-ukraines-protests-zelenskyy-must-heed-critics-at-home-and-abroad,2025-07-24T17:54:42,The Guardian,UK,en
The Guardian view on global inequality the rising tide that leaves most boats behind  Editorial,"The worlds assets are piling up in the hands of the few as growth is built on widening gaps. Thats not just unfair  its economically unsustainableThis years global wealth report by the City bank UBS confirms what is self-evident but rarely confronted while riches are accumulating, their distribution remains starkly unbalanced. In the 56 countries and economic areas surveyed, the report says global personal wealth grew 4.6 in 2024. However, not all boats have been lifted by this tide. The gap is growing between those who hold assets and those who dont.The figures are shocking just 60m of the worlds adults  1.6 of the population  have net personal wealth of 226tn, or 48.1 of all the worlds riches. At the other extreme, four in 10 adults  1.57bn people  have only 2.7tn, or just 0.6 of all the worlds personal wealth. Economists now argue that inequality is no longer a by-product of growth but a condition of it.Do you have an opinion on the issues raised in this article? If you would like to submit a response of up to 300 words by email to be considered for publication in our letters section, please click here. Continue reading...",https://www.theguardian.com/commentisfree/2025/jul/24/the-guardian-view-on-global-inequality-the-rising-tide-that-leaves-most-boats-behind,2025-07-24T17:53:52,The Guardian,UK,en
Ben Jennings on starvation in Gaza  cartoon,Continue reading...,https://www.theguardian.com/commentisfree/picture/2025/jul/24/ben-jennings-on-starvation-in-gaza-cartoon,2025-07-24T18:04:42,The Guardian,UK,en
Why one extra day could be secret to England getting revenge on Spain,"History and science show playing their semi before their final rivals should be advantage for Sarina Wiegmans teamWhat do the past three Womens World Cups, the past three mens World Cups and the past four mens European Championships have in common with this summers mens Club World Cup? The answer may give England fans an extra glimmer of hope for Sundays Womens Euro 2025 final because all of those competitions were won by the team who contested the first semi-final, 24 hours earlier than their opponents in the final.Most womens football tournaments used to schedule the semi-finals for the same day but, since that began to change about 20 years ago, it has been a trend in international tournaments for the winners to have come from the first semi-final. As the Lionesses prepare to meet Spain, who came through their semi-final against Germany a day later than Englands comeback win over Italy, it begs the question how much of an advantage could it offer to Sarina Wiegmans team? Continue reading...",https://www.theguardian.com/football/2025/jul/25/why-one-extra-day-could-be-secret-to-england-getting-revenge-on-spain,2025-07-25T07:00:53,The Guardian,UK,en
